"ID";"LorriesAndRoadTractors";"YearsOfConstruction";"Periods";"TotalKilometresInTheNetherlands_1";"KilometresByDutchVehicles_2";"KilometresByForeignVehicles_3";"TotalKilometresByDutchVehicles_4";"KilometresInTheNetherlands_5";"KilometresAbroad_6";"TotalAverageAnnualKilometres_7";"AverageAnnualKilometresInNetherlands_8";"AverageAnnualKilometresAbroad_9";"DutchGoodsVehiclesInUse_10"
"206";"A018938";"A044281";"2009JJ00";"";"";"";"";"";"";"";"";"";""
"207";"A018938";"A044281";"2010JJ00";"";"";"";"";"";"";"";"";"";""
"208";"A018938";"A044281";"2011JJ00";"";"";"";"";"";"";"";"";"";""
"209";"A018938";"A044281";"2012JJ00";"";"";"";"";"";"";"";"";"";""
"210";"A018938";"A044281";"2013JJ00";"   289.0";"   246.0";"    43.0";"   454.4";"   246.0";"   208.4";"   36188";"   19591";"   16596";"   12557"
"211";"A018938";"A044281";"2014JJ00";"   761.1";"   658.4";"   102.7";"  1133.4";"   658.4";"   474.9";"   99217";"   57640";"   41578";"   11423"
"212";"A018938";"A044281";"2015JJ00";"   804.2";"   693.7";"   110.5";"  1138.6";"   693.7";"   444.9";"   99623";"   60697";"   38926";"   11429"
"213";"A018938";"A044281";"2016JJ00";"   805.6";"   692.8";"   112.8";"  1081.0";"   692.8";"   388.2";"   94396";"   60499";"   33898";"   11452"
"214";"A018938";"A044281";"2017JJ00";"   770.0";"   664.2";"   105.8";"  1007.7";"   664.2";"   343.6";"   87402";"   57605";"   29797";"   11530"
"215";"A018938";"A044281";"2018JJ00";"   692.6";"   595.8";"    96.9";"   910.7";"   595.8";"   314.9";"   81326";"   53202";"   28124";"   11198"
"216";"A018938";"A044282";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"217";"A018938";"A044282";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"218";"A018938";"A044282";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"219";"A018938";"A044282";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"220";"A018938";"A044282";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"221";"A018938";"A044282";"2006JJ00";"";"";"";"";"";"";"";"";"";""
"222";"A018938";"A044282";"2007JJ00";"";"";"";"";"";"";"";"";"";""
"223";"A018938";"A044282";"2008JJ00";"";"";"";"";"";"";"";"";"";""
"224";"A018938";"A044282";"2009JJ00";"";"";"";"";"";"";"";"";"";""
"225";"A018938";"A044282";"2010JJ00";"";"";"";"";"";"";"";"";"";""
"226";"A018938";"A044282";"2011JJ00";"";"";"";"";"";"";"";"";"";""
"227";"A018938";"A044282";"2012JJ00";"";"";"";"";"";"";"";"";"";""
"228";"A018938";"A044282";"2013JJ00";"";"";"";"";"";"";"";"";"";""
"229";"A018938";"A044282";"2014JJ00";"   262.7";"   227.1";"    35.5";"   391.4";"   227.1";"   164.3";"   38930";"   22590";"   16339";"   10055"
"230";"A018938";"A044282";"2015JJ00";"   636.0";"   560.8";"    75.2";"   863.6";"   560.8";"   302.8";"   95787";"   62203";"   33585";"    9016"
"231";"A018938";"A044282";"2016JJ00";"   671.5";"   593.6";"    77.9";"   861.8";"   593.6";"   268.2";"   96383";"   66389";"   29994";"    8941"
"232";"A018938";"A044282";"2017JJ00";"   641.5";"   553.9";"    87.6";"   838.4";"   553.9";"   284.5";"   90120";"   59538";"   30582";"    9303"
"233";"A018938";"A044282";"2018JJ00";"   631.3";"   553.2";"    78.1";"   807.1";"   553.2";"   253.9";"   83882";"   57489";"   26393";"    9622"
"234";"A018938";"A044283";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"235";"A018938";"A044283";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"236";"A018938";"A044283";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"237";"A018938";"A044283";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"238";"A018938";"A044283";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"239";"A018938";"A044283";"2006JJ00";"";"";"";"";"";"";"";"";"";""
"240";"A018938";"A044283";"2007JJ00";"";"";"";"";"";"";"";"";"";""
"241";"A018938";"A044283";"2008JJ00";"";"";"";"";"";"";"";"";"";""
"242";"A018938";"A044283";"2009JJ00";"";"";"";"";"";"";"";"";"";""
"243";"A018938";"A044283";"2010JJ00";"";"";"";"";"";"";"";"";"";""
"244";"A018938";"A044283";"2011JJ00";"";"";"";"";"";"";"";"";"";""
"245";"A018938";"A044283";"2012JJ00";"";"";"";"";"";"";"";"";"";""
"246";"A018938";"A044283";"2013JJ00";"";"";"";"";"";"";"";"";"";""
"247";"A018938";"A044283";"2014JJ00";"";"";"";"";"";"";"";"";"";""
"248";"A018938";"A044283";"2015JJ00";"   446.0";"   382.3";"    63.7";"   638.6";"   382.3";"   256.3";"   48293";"   28912";"   19381";"   13224"
"249";"A018938";"A044283";"2016JJ00";"   858.0";"   737.7";"   120.4";"  1152.0";"   737.7";"   414.4";"   97720";"   62571";"   35149";"   11789"
"250";"A018938";"A044283";"2017JJ00";"   856.1";"   732.5";"   123.6";"  1133.8";"   732.5";"   401.3";"   95129";"   61456";"   33672";"   11919"
"251";"A018938";"A044283";"2018JJ00";"   827.8";"   709.8";"   118.0";"  1093.4";"   709.8";"   383.6";"   89814";"   58308";"   31506";"   12174"
"252";"A018938";"A044284";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"253";"A018938";"A044284";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"254";"A018938";"A044284";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"255";"A018938";"A044284";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"256";"A018938";"A044284";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"257";"A018938";"A044284";"2006JJ00";"";"";"";"";"";"";"";"";"";""
"258";"A018938";"A044284";"2007JJ00";"";"";"";"";"";"";"";"";"";""
"259";"A018938";"A044284";"2008JJ00";"";"";"";"";"";"";"";"";"";""
"260";"A018938";"A044284";"2009JJ00";"";"";"";"";"";"";"";"";"";""
"261";"A018938";"A044284";"2010JJ00";"";"";"";"";"";"";"";"";"";""
"262";"A018938";"A044284";"2011JJ00";"";"";"";"";"";"";"";"";"";""
"263";"A018938";"A044284";"2012JJ00";"";"";"";"";"";"";"";"";"";""
"264";"A018938";"A044284";"2013JJ00";"";"";"";"";"";"";"";"";"";""
"265";"A018938";"A044284";"2014JJ00";"";"";"";"";"";"";"";"";"";""
"266";"A018938";"A044284";"2015JJ00";"";"";"";"";"";"";"";"";"";""
"267";"A018938";"A044284";"2016JJ00";"   543.7";"   463.5";"    80.2";"   739.5";"   463.5";"   276.1";"   50285";"   31514";"   18771";"   14707"
"268";"A018938";"A044284";"2017JJ00";"   965.4";"   826.2";"   139.3";"  1278.4";"   826.2";"   452.2";"   95829";"   61931";"   33899";"   13340"
"269";"A018938";"A044284";"2018JJ00";"   948.2";"   808.8";"   139.3";"  1261.9";"   808.8";"   453.0";"   92806";"   59487";"   33319";"   13597"
"270";"A018938";"A044285";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"271";"A018938";"A044285";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"272";"A018938";"A044285";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"273";"A018938";"A044285";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"274";"A018938";"A044285";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"275";"A018938";"A044285";"2006JJ00";"";"";"";"";"";"";"";"";"";""
"276";"A018938";"A044285";"2007JJ00";"";"";"";"";"";"";"";"";"";""
"277";"A018938";"A044285";"2008JJ00";"";"";"";"";"";"";"";"";"";""
"278";"A018938";"A044285";"2009JJ00";"";"";"";"";"";"";"";"";"";""
"279";"A018938";"A044285";"2010JJ00";"";"";"";"";"";"";"";"";"";""
"280";"A018938";"A044285";"2011JJ00";"";"";"";"";"";"";"";"";"";""
"281";"A018938";"A044285";"2012JJ00";"";"";"";"";"";"";"";"";"";""
"282";"A018938";"A044285";"2013JJ00";"";"";"";"";"";"";"";"";"";""
"283";"A018938";"A044285";"2014JJ00";"";"";"";"";"";"";"";"";"";""
"284";"A018938";"A044285";"2015JJ00";"";"";"";"";"";"";"";"";"";""
"285";"A018938";"A044285";"2016JJ00";"";"";"";"";"";"";"";"";"";""
"286";"A018938";"A044285";"2017JJ00";"   480.3";"   411.1";"    69.2";"   635.7";"   411.1";"   224.5";"   45590";"   29485";"   16104";"   13943"
"287";"A018938";"A044285";"2018JJ00";"   892.9";"   766.2";"   126.7";"  1178.1";"   766.2";"   411.9";"   92579";"   60213";"   32366";"   12725"
"288";"A018938";"A044286";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"289";"A018938";"A044286";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"290";"A018938";"A044286";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"291";"A018938";"A044286";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"292";"A018938";"A044286";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"293";"A018938";"A044286";"2006JJ00";"";"";"";"";"";"";"";"";"";""
"294";"A018938";"A044286";"2007JJ00";"";"";"";"";"";"";"";"";"";""
"295";"A018938";"A044286";"2008JJ00";"";"";"";"";"";"";"";"";"";""
"296";"A018938";"A044286";"2009JJ00";"";"";"";"";"";"";"";"";"";""
"297";"A018938";"A044286";"2010JJ00";"";"";"";"";"";"";"";"";"";""
"298";"A018938";"A044286";"2011JJ00";"";"";"";"";"";"";"";"";"";""
"299";"A018938";"A044286";"2012JJ00";"";"";"";"";"";"";"";"";"";""
"300";"A018938";"A044286";"2013JJ00";"";"";"";"";"";"";"";"";"";""
"301";"A018938";"A044286";"2014JJ00";"";"";"";"";"";"";"";"";"";""
"302";"A018938";"A044286";"2015JJ00";"";"";"";"";"";"";"";"";"";""
"303";"A018938";"A044286";"2016JJ00";"";"";"";"";"";"";"";"";"";""
"304";"A018938";"A044286";"2017JJ00";"";"";"";"";"";"";"";"";"";""
"305";"A018938";"A044286";"2018JJ00";"   496.5";"   427.6";"    68.9";"   651.7";"   427.6";"   224.1";"   42475";"   27871";"   14604";"   15342"
"306";"A018937";"T001378";"2001JJ00";"  3415.9";"  2966.8";"   449.0";"  5964.3";"  2966.8";"  2997.5";"   82660";"   41118";"   41542";"   72155"
"307";"A018937";"T001378";"2002JJ00";"  3572.4";"  3097.0";"   475.4";"  6240.0";"  3097.0";"  3142.9";"   85755";"   42562";"   43193";"   72765"
"308";"A018937";"T001378";"2003JJ00";"  3696.0";"  3229.2";"   466.8";"  6424.3";"  3229.2";"  3195.1";"   87701";"   44084";"   43617";"   73252"
"309";"A018937";"T001378";"2004JJ00";"  3825.0";"  3323.3";"   501.6";"  6544.8";"  3323.3";"  3221.4";"   87623";"   44494";"   43129";"   74692"
"310";"A018937";"T001378";"2005JJ00";"  3990.0";"  3449.2";"   540.8";"  6727.5";"  3449.2";"  3278.3";"   88373";"   45309";"   43064";"   76126"
"311";"A018937";"T001378";"2006JJ00";"  4187.5";"  3577.0";"   610.5";"  6948.3";"  3577.0";"  3371.3";"   85296";"   43911";"   41386";"   81461"
"312";"A018937";"T001378";"2007JJ00";"  4370.0";"  3692.9";"   677.1";"  7187.0";"  3692.9";"  3494.1";"   85422";"   43892";"   41530";"   84136"
"313";"A018937";"T001378";"2008JJ00";"  4578.1";"  3913.3";"   664.8";"  7235.1";"  3913.3";"  3321.8";"   82468";"   44605";"   37863";"   87732"
"314";"A018937";"T001378";"2009JJ00";"  4557.8";"  3930.6";"   627.2";"  6957.3";"  3930.6";"  3026.7";"   80480";"   45467";"   35012";"   86448"
"315";"A018937";"T001378";"2010JJ00";"  4628.7";"  4051.7";"   576.9";"  6750.6";"  4051.7";"  2698.9";"   81060";"   48652";"   32408";"   83280"
"316";"A018937";"T001378";"2011JJ00";"  4623.3";"  4062.5";"   560.8";"  6825.9";"  4062.5";"  2763.4";"   80996";"   48206";"   32790";"   84275"
"317";"A018937";"T001378";"2012JJ00";"  4610.8";"  4053.7";"   557.0";"  6662.7";"  4053.7";"  2609.0";"   78831";"   47962";"   30869";"   84519"
"318";"A018937";"T001378";"2013JJ00";"  4408.7";"  3848.4";"   560.3";"  6566.2";"  3848.4";"  2717.8";"   76877";"   45057";"   31820";"   85412"
"319";"A018937";"T001378";"2014JJ00";"  4477.5";"  3903.0";"   574.6";"  6559.3";"  3903.0";"  2656.3";"   78455";"   46683";"   31772";"   83606"
"320";"A018937";"T001378";"2015JJ00";"  4747.8";"  4129.8";"   618.1";"  6618.4";"  4129.8";"  2488.6";"   77192";"   48166";"   29025";"   85740"
"321";"A018937";"T001378";"2016JJ00";"  5106.8";"  4423.9";"   682.9";"  6774.9";"  4423.9";"  2351.0";"   76800";"   50150";"   26651";"   88214"
"322";"A018937";"T001378";"2017JJ00";"  5183.4";"  4439.1";"   744.2";"  6855.7";"  4439.1";"  2416.6";"   75597";"   48950";"   26648";"   90687"
"323";"A018937";"T001378";"2018JJ00";"  5217.7";"  4467.3";"   750.4";"  6907.1";"  4467.3";"  2439.8";"   73101";"   47280";"   25822";"   94487"
"324";"A018937";"A048264";"2001JJ00";"  2611.0";"  2309.7";"   301.3";"  4321.4";"  2309.7";"  2011.7";"   79640";"   42566";"   37074";"   54261"
"325";"A018937";"A048264";"2002JJ00";"  2177.3";"  1946.8";"   230.5";"  3470.4";"  1946.8";"  1523.6";"   72958";"   40928";"   32030";"   47568"
"326";"A018937";"A048264";"2003JJ00";"  1832.3";"  1663.3";"   169.0";"  2819.9";"  1663.3";"  1156.6";"   68782";"   40570";"   28212";"   40998"
"327";"A018937";"A048264";"2004JJ00";"  1472.2";"  1344.5";"   127.7";"  2164.8";"  1344.5";"   820.4";"   62928";"   39081";"   23847";"   34402"
"328";"A018937";"A048264";"2005JJ00";"  1171.5";"  1077.6";"    93.9";"  1647.0";"  1077.6";"   569.4";"   58083";"   38002";"   20081";"   28356"
"329";"A018937";"A048264";"2006JJ00";"   901.7";"   833.2";"    68.6";"  1211.8";"   833.2";"   378.6";"   52982";"   36427";"   16555";"   22872"
"330";"A018937";"A048264";"2007JJ00";"   675.9";"   628.3";"    47.6";"   873.8";"   628.3";"   245.4";"   46830";"   33676";"   13154";"   18658"
"331";"A018937";"A048264";"2008JJ00";"   532.4";"   501.1";"    31.4";"   657.8";"   501.1";"   156.7";"   42740";"   32559";"   10181";"   15390"
"332";"A018937";"A048264";"2009JJ00";"   329.1";"   312.3";"    16.8";"   393.3";"   312.3";"    81.0";"   32184";"   25558";"    6626";"   12219"
"333";"A018937";"A048264";"2010JJ00";"   207.8";"   199.8";"     7.9";"   237.0";"   199.8";"    37.2";"   25248";"   21289";"    3958";"    9387"
"334";"A018937";"A048264";"2011JJ00";"   151.4";"   143.9";"     7.5";"   180.9";"   143.9";"    37.0";"   23805";"   18939";"    4866";"    7600"
"335";"A018937";"A048264";"2012JJ00";"   109.4";"   103.4";"     5.9";"   131.2";"   103.4";"    27.7";"   20327";"   16030";"    4297";"    6453"
"336";"A018937";"A048264";"2013JJ00";"    72.9";"    67.3";"     5.6";"    94.6";"    67.3";"    27.3";"   16830";"   11966";"    4864";"    5621"
"337";"A018937";"A048264";"2014JJ00";"    54.3";"    49.7";"     4.6";"    71.0";"    49.7";"    21.2";"   14377";"   10078";"    4299";"    4936"
"338";"A018937";"A048264";"2015JJ00";"    41.0";"    37.4";"     3.6";"    51.9";"    37.4";"    14.5";"   12269";"    8846";"    3423";"    4229"
"339";"A018937";"A048264";"2016JJ00";"    33.0";"    29.7";"     3.3";"    40.9";"    29.7";"    11.3";"   10893";"    7897";"    2996";"    3759"
"340";"A018937";"A048264";"2017JJ00";"    27.9";"    24.9";"     3.0";"    34.7";"    24.9";"     9.8";"    9880";"    7094";"    2786";"    3512"
"341";"A018937";"A048264";"2018JJ00";"    21.7";"    19.7";"     2.0";"    26.3";"    19.7";"     6.7";"    7748";"    5788";"    1960";"    3400"
"342";"A018937";"A048265";"2001JJ00";"   804.8";"   657.2";"   147.7";"  1643.0";"   657.2";"   985.8";"   91816";"   36726";"   55089";"   17894"
"343";"A018937";"A048265";"2002JJ00";"  1395.1";"  1150.2";"   244.9";"  2769.5";"  1150.2";"  1619.3";"  109915";"   45647";"   64268";"   25197"
"344";"A018937";"A048265";"2003JJ00";"  1863.7";"  1565.9";"   297.8";"  3604.4";"  1565.9";"  2038.4";"  111749";"   48550";"   63199";"   32254"
"345";"A018937";"A048265";"2004JJ00";"  2352.8";"  1978.9";"   373.9";"  4379.9";"  1978.9";"  2401.1";"  108710";"   49116";"   59594";"   40290"
"346";"A018937";"A048265";"2005JJ00";"  2519.5";"  2132.0";"   387.6";"  4481.4";"  2132.0";"  2349.5";"  114421";"   54434";"   59987";"   39166"
"347";"A018937";"A048265";"2006JJ00";"  2402.4";"  2049.1";"   353.2";"  3999.8";"  2049.1";"  1950.6";"  107054";"   54845";"   52209";"   37362"
"348";"A018937";"A048265";"2007JJ00";"  2150.8";"  1854.5";"   296.3";"  3383.7";"  1854.5";"  1529.1";"   98623";"   54053";"   44569";"   34309"
"349";"A018937";"A048265";"2008JJ00";"  1828.2";"  1605.4";"   222.8";"  2718.4";"  1605.4";"  1113.0";"   87331";"   51574";"   35757";"   31128"
"350";"A018937";"A048265";"2009JJ00";"  1476.4";"  1312.7";"   163.7";"  2102.8";"  1312.7";"   790.1";"   75247";"   46975";"   28272";"   27945"
"351";"A018937";"A048265";"2010JJ00";"  1161.8";"  1054.9";"   107.0";"  1555.3";"  1054.9";"   500.4";"   68859";"   46705";"   22154";"   22586"
"352";"A018937";"A048265";"2011JJ00";"   894.7";"   820.5";"    74.2";"  1186.3";"   820.5";"   365.8";"   64283";"   44460";"   19823";"   18454"
"353";"A018937";"A048265";"2012JJ00";"   643.7";"   595.3";"    48.4";"   821.8";"   595.3";"   226.5";"   54654";"   39590";"   15064";"   15037"
"354";"A018937";"A048265";"2013JJ00";"   426.3";"   390.4";"    35.9";"   564.6";"   390.4";"   174.2";"   47761";"   33026";"   14734";"   11822"
"355";"A018937";"A048265";"2014JJ00";"   290.5";"   265.9";"    24.5";"   379.3";"   265.9";"   113.4";"   41063";"   28785";"   12278";"    9238"
"356";"A018937";"A048265";"2015JJ00";"   212.5";"   193.9";"    18.6";"   268.9";"   193.9";"    75.0";"   35589";"   25659";"    9929";"    7557"
"357";"A018937";"A048265";"2016JJ00";"   155.2";"   139.8";"    15.4";"   192.9";"   139.8";"    53.0";"   30500";"   22113";"    8388";"    6323"
"358";"A018937";"A048265";"2017JJ00";"   109.8";"    98.0";"    11.9";"   136.5";"    98.0";"    38.5";"   25074";"   18003";"    7071";"    5442"
"359";"A018937";"A048265";"2018JJ00";"    77.9";"    70.5";"     7.3";"    94.4";"    70.5";"    23.9";"   20427";"   15259";"    5168";"    4622"
"360";"A018937";"A044273";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"361";"A018937";"A044273";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"362";"A018937";"A044273";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"363";"A018937";"A044273";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"364";"A018937";"A044273";"2005JJ00";"   298.9";"   239.6";"    59.3";"   599.1";"   239.6";"   359.4";"   69627";"   27851";"   41776";"    8604"
"365";"A018937";"A044273";"2006JJ00";"   513.2";"   403.6";"   109.6";"  1008.9";"   403.6";"   605.4";"  122680";"   49072";"   73608";"    8224"
"366";"A018937";"A044273";"2007JJ00";"   523.6";"   420.0";"   103.6";"   954.6";"   420.0";"   534.6";"  117244";"   51587";"   65657";"    8142"
"367";"A018937";"A044273";"2008JJ00";"   520.3";"   433.5";"    86.8";"   867.0";"   433.5";"   433.5";"  108687";"   54343";"   54343";"    7977"
"368";"A018937";"A044273";"2009JJ00";"   488.0";"   414.4";"    73.6";"   769.7";"   414.4";"   355.3";"   97983";"   52752";"   45231";"    7855"
"369";"A018937";"A044273";"2010JJ00";"   464.5";"   399.4";"    65.2";"   704.2";"   399.4";"   304.8";"   93356";"   52946";"   40409";"    7543"
"370";"A018937";"A044273";"2011JJ00";"   411.9";"   363.1";"    48.8";"   603.7";"   363.1";"   240.6";"   88189";"   53040";"   35149";"    6846"
"371";"A018937";"A044273";"2012JJ00";"   347.2";"   312.8";"    34.4";"   473.9";"   312.8";"   161.1";"   78430";"   51771";"   26659";"    6042"
"372";"A018937";"A044273";"2013JJ00";"   253.3";"   229.1";"    24.1";"   346.1";"   229.1";"   117.0";"   69787";"   46199";"   23588";"    4960"
"373";"A018937";"A044273";"2014JJ00";"   182.0";"   164.8";"    17.2";"   244.2";"   164.8";"    79.3";"   62299";"   42052";"   20247";"    3919"
"374";"A018937";"A044273";"2015JJ00";"   131.0";"   119.5";"    11.5";"   165.7";"   119.5";"    46.2";"   54183";"   39066";"   15117";"    3059"
"375";"A018937";"A044273";"2016JJ00";"    96.8";"    87.2";"     9.6";"   120.3";"    87.2";"    33.1";"   49186";"   35660";"   13526";"    2446"
"376";"A018937";"A044273";"2017JJ00";"    68.9";"    61.5";"     7.4";"    85.6";"    61.5";"    24.2";"   40881";"   29352";"   11528";"    2095"
"377";"A018937";"A044273";"2018JJ00";"    46.2";"    41.8";"     4.4";"    56.0";"    41.8";"    14.2";"   32152";"   24018";"    8134";"    1742"
"378";"A018937";"A044274";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"379";"A018937";"A044274";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"380";"A018937";"A044274";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"381";"A018937";"A044274";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"382";"A018937";"A044274";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"383";"A018937";"A044274";"2006JJ00";"   370.2";"   291.1";"    79.1";"   727.8";"   291.1";"   436.7";"   55975";"   22390";"   33585";"   13003"
"384";"A018937";"A044274";"2007JJ00";"   738.0";"   571.8";"   166.2";"  1429.5";"   571.8";"   857.7";"  117859";"   47143";"   70715";"   12129"
"385";"A018937";"A044274";"2008JJ00";"   776.7";"   633.7";"   143.0";"  1348.3";"   633.7";"   714.6";"  113400";"   53298";"   60102";"   11890"
"386";"A018937";"A044274";"2009JJ00";"   767.4";"   646.4";"   121.0";"  1230.4";"   646.4";"   584.1";"  104195";"   54734";"   49461";"   11809"
